wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
M6No6ftfH,https://weibo.cn/comment/M6No6ftfH?uid=7770920737&rl=0#cmtfrm,:判断别人是一个什么样的人很难，但是判断对方是不是和你一路人很简单。首先从问痛经是喝红糖水还是吃痛经药开始，接着问问对棉条和中医的看法。再接着就可以开始讨论政治光谱和女权问题。还能在一起聊的话接下来就可以讨论文学，讨论艺术。我的生命实在太宝贵了，我要和我喜欢的人一起玩儿。一点注意力也不要分给我不喜欢的。,2022-09-21 18:03,15,3,2,,,
N8ZPCDndt,https://weibo.cn/comment/N8ZPCDndt?uid=7770920737&rl=0#cmtfrm,:我看到曾经学生时期的朋友在suffering，全都是曾让我痛苦过的事情，只不过她还没看到问题的本质在哪里，她不知道这是结构性的问题，只能一直痛苦下去。我也说不了什么，我只能隔山打牛在朋友圈里发一些东西，希望能引起她去思考，去探索问题的根源在哪里。如果起不到这个作用，那也没有任何办法了。听起来似乎非常高高在上，可是我们本来就是活在父权密不透风打造出来的笼子里。我没有高人一等，我只是劫后余生。然而挣破笼子的人也没有硬生生去拽还在笼子里的人的权力，也没有用，拽是拽不出来的。我只能祝福我每一个女性同胞，祝我们都能找到真正的自己,2023-07-09 04:08,42,3,16,,,
MnQaP93I6,https://weibo.cn/comment/MnQaP93I6?uid=7770920737&rl=0#cmtfrm,Phoebe Waller Bridge在金球奖真的太美了我们菲编😭  [组图共4张] 原图 ,2023-01-11 20:23,17,3,2,,,
Npu4t4O9G,https://weibo.cn/comment/Npu4t4O9G?uid=7770920737&rl=0#cmtfrm,:人类女性之间根本不需要分种族和肤色，因为不论什么种族和肤色人类女性都在共同对抗着不平等。因为无论是在阿富汗的姐妹，还是在冰岛的姐妹，我们都与她们站在一起。因为任何种族和肤色的男性都在那一种族的食物链最顶端。男人之间才喜欢这样去划分。甚至我都开始感觉这样划分就如同婚姻制度一样是内部分裂女性的手段。帮着他们抗争完肤色不平等继续让同肤色的男性压迫自己吗？,2023-10-25 14:32,66,3,4,,,
NqQQ6apKT,https://weibo.cn/comment/NqQQ6apKT?uid=7770920737&rl=0#cmtfrm,嘿嘿嘿首先恭喜这位朋友顺利结课其次花老师的课谁上谁知道  原图 ,2023-11-03 14:20,3,3,2,,,
MuB9sv6a1,https://weibo.cn/comment/MuB9sv6a1?uid=7770920737&rl=0#cmtfrm,我从小到大，最深刻的情谊都发生在与女性之间。快乐或痛苦，爱与被爱，骄傲与被骄傲，被看见被感知，被理解被托起，都在与女性之间。女性之间的情谊是这个世界上最真挚最深刻最细腻的东西。我们之间有着天然而强大的联结，这跟性取向没有任何关系  ,2023-02-25 07:01,46,3,3,,,
MxUVLjsJv,https://weibo.cn/comment/MxUVLjsJv?uid=7770920737&rl=0#cmtfrm,在看电影 感触：在爱里长大的孩子 是可以handle everything的 我不是 所以我需要自己告诉我自己 我可以做到 我必须做到 于是每次我都做到了  人生信条最最重要一个：永远不要放弃我自己  ,2023-03-19 02:53,48,3,3,,,
M5LyN1mSz,https://weibo.cn/comment/M5LyN1mSz?uid=7770920737&rl=0#cmtfrm,:📍乌菲兹美术馆 Galleria UffiziUffizi一词本意原本是办公室，最初是为了给美第奇家族用作行政办公室而建立的。后来逐步演变成世界最重要的美术馆之一。第一次知道乌菲兹美术馆是17年国内引进了同名的电影。电影里着重介绍了一些耳熟能详的作品。波提切利的《春》和《维纳斯的诞生》，达芬奇的《圣母领报》等等…这次还很惊喜的地方在于，整个美术馆的穹顶壁画都十分美丽，而且各不相同。比如说最后一个厅里，门框的正中间是美杜莎，屋顶壁画的各个角落连接处是美惠三女神。@博物館收藏夾 意大利·Galleria degli Uffizi,2022-09-14 23:33,17,3,7,,,
Nt1upznmI,https://weibo.cn/comment/Nt1upznmI?uid=7770920737&rl=0#cmtfrm,我是非常强大的人我知道，很多时候就像在岩馆抱石一样，下一块石头看着又难又远，但是往上够一够，腿用力使使劲，发现就够到了。我说我是我自己的妈，也是自己的女儿，意思是爱和钱都要百分百给我自己。并且提醒我自己也要在任何艰难的时刻记住，不要害怕，因为我永远有我自己作为后退的港湾  ,2023-11-17 21:08,49,3,7,,,
MEKrDDzlR,https://weibo.cn/comment/MEKrDDzlR?uid=7770920737&rl=0#cmtfrm,:今天面试了一个学校内部的岗位，教授对我很满意。一周工作二十小时，合同签两年。有了这份工作我在这边的生活就正式稳定下来了。为了来德国，我本科学了德语，毕业后去工作攒钱，最后裸辞了三十万的工作过来读本科。来这里有很多方式，但是我不曾有过更多选择。现在我自己选择的人生终于要开始了。真好啊,2023-05-03 01:03,177,3,31,,,
MFsajnCco,https://weibo.cn/comment/MFsajnCco?uid=7770920737&rl=0#cmtfrm,可别扯犊子了，男的什么时候被性压抑过？过去的青楼妓院三妻四妾不存在是吗？现在你们男的自己说的十男九嫖也是假的是吗？要说性压抑也是至今都没几个人知道自己的性器官是阴蒂的女性群体吧。就算退一万步性压抑真的存在吧，这是你去性侵的理由？没钱我就可以去抢银行了吗？  ,2023-05-07 16:22,37,2,0,,,
NpYElpZ5w,https://weibo.cn/comment/NpYElpZ5w?uid=7770920737&rl=0#cmtfrm,秋天逛逛  [组图共9张] 原图 ,2023-10-28 20:23,45,2,2,,,
MATDOcgKu,https://weibo.cn/comment/MATDOcgKu?uid=7770920737&rl=0#cmtfrm,早上醒来朋友给我推了一个工作，大概是是一个国内的品牌来德国做业务。我立马联系，谈好定下来之后对方想让我干额外的活，我说我干不了，结果他还是一再坚持。最后让我觉得这也太不专业了…… 强烈呼吁以后各大品牌还是多用女员工吧  [组图共3张] 原图 ,2023-04-07 17:07,109,2,12,,,
NcSDhxdHk,https://weibo.cn/comment/NcSDhxdHk?uid=7770920737&rl=0#cmtfrm,20年看的剧  [组图共16张] 原图 ,2023-08-03 17:10,31,2,3,,,
N3lrzrr5k,https://weibo.cn/comment/N3lrzrr5k?uid=7770920737&rl=0#cmtfrm,学得很开心 来德国读计算机是迄今为止我人生中发生的最最好的事情 在这里做大学生幸福感好强 为此我永远感谢我自己  ,2023-06-02 00:08,77,2,16,,,
Nr4tRf23n,https://weibo.cn/comment/Nr4tRf23n?uid=7770920737&rl=0#cmtfrm,分享图片  [组图共9张] 原图 ,2023-11-05 01:04,32,2,0,,,
N13k3w6r7,https://weibo.cn/comment/N13k3w6r7?uid=7770920737&rl=0#cmtfrm,生活的意义在于五月的芍药花  [组图共9张] 原图 ,2023-05-17 22:19,45,2,0,,,
NxMeXEAC9,https://weibo.cn/comment/NxMeXEAC9?uid=7770920737&rl=0#cmtfrm,:和秘书姐姐约好今天下班后一起庆祝，我们先去了她家。三层带泳池的房子是她从外婆那里继承来的，室内美得不像话，高耸的植物和放置的恰到好处的艺术品。我哪怕在媒体上也从未见过艺术气息如此浓厚审美这么独到的房子。她家的狗也很可爱，我们带着狗狗遛了一大圈。在冬天的原野上，抬头就是一轮明月和数不清的星星。最后她还请我吃的饭。真的好快乐的夜晚😭,2023-12-19 03:30,34,2,5,,,
MlgAUg765,https://weibo.cn/comment/MlgAUg765?uid=7770920737&rl=0#cmtfrm,昨天聊天的时候说到语言中的性别，德语是分阴阳性并且职业名词分男女的。这个德国男生说，我希望所有的名词都变成中性的，因为在默克尔执政这么多年之后，现在我们的小孩都觉得我们的总理就是一个Kanzlerin（阴性），他们不知道男的也可以当总理。我可开心坏了。我说怎么了，这样不好吗  ,2022-12-25 22:08,23,2,6,,,
N2nXEyxnc,https://weibo.cn/comment/N2nXEyxnc?uid=7770920737&rl=0#cmtfrm,好喜欢这座城市啊  [组图共9张] 原图 ,2023-05-26 16:42,51,2,12,,,
NtFDVy184,https://weibo.cn/comment/NtFDVy184?uid=7770920737&rl=0#cmtfrm,学习真的就是两句话：不花时间永远不会，花了时间就一定可以会。（来自敲出代码狂喜客户端（现在我就能敲代码过几年我岂不是要搞软件开发啧啧啧  ,2023-11-22 03:21,48,2,9,,,
M89LQCiX9,https://weibo.cn/comment/M89LQCiX9?uid=7770920737&rl=0#cmtfrm,:19年春节在埃及玩的时候认识了一个母语是俄语的女孩儿。我还记得我到红海的时候已经暮色四沉了，可是太久没看到海，我还是冲去了海边。我以为自己已经够“迫不及待“，没想到我身后跑出来一个女孩直接跳进了海里。第二天她跟我说话，我立刻认了出来就是昨天晚上跳去海里游泳的那个姑娘。于是接下来的几天我们都在一起玩。我走的那天晚上她说一定要留一个联系方式，她们国家不用WhatsApp所以我们一开始一直用邮件保持联系。后来她申请了微信。再后来微信密码忘了，她又申请了一个。我们一直断断续续联系了好几年。20年的时候她跟我说妈妈因为疫情去世了。后来我们又失去了联系。昨天她给我发信息，说最近精神状态不太好，一直在挣扎毕业的事情。宏伟叙事当然很轻松，可是落在每一个个体身上就只剩下了挣扎。,2022-09-30 16:52,13,2,2,,,
M1M8VlN6C,https://weibo.cn/comment/M1M8VlN6C?uid=7770920737&rl=0#cmtfrm,昨天读的纽约客里的一篇文章是关于一个女性成为作家、记者，剧作家的故事，是我会感兴趣的题材，所以就摘录了出来。有需要的姐妹可以拿去用。新词做了标注和查询，打动我的内容做了高亮。但是杂志是我花钱订阅的，所以不可以做商业用途。也不可以给男的看。#写字楼里共勉一起长跑[超话]#  [组图共9张] 原图 ,2022-08-19 17:41,13,2,0,,,
NeqgTmPMr,https://weibo.cn/comment/NeqgTmPMr?uid=7770920737&rl=0#cmtfrm,夏天真好啊，我看着被阳光照得闪闪发亮的树叶，坐在路边咖啡店的窗户上发了一下午呆。幸福感太圆满，以至于多一个人来分享我此刻的心情都太过拥挤  ,2023-08-13 20:38,29,2,8,,,
N3sbFtPF3,https://weibo.cn/comment/N3sbFtPF3?uid=7770920737&rl=0#cmtfrm,和其他女孩子一样，我思维敏捷，逻辑能力强，心思细腻，吃苦肯干，沉得住气，愿意为自己的目标付出。这也是为什么一开始我对文转码就不抵触。我想用我聪明的大脑去学习一些东西。人的注意力和精力都是有限的，要花在值得花的地方  ,2023-06-02 17:18,45,2,2,,,
M6x020Pdc,https://weibo.cn/comment/M6x020Pdc?uid=7770920737&rl=0#cmtfrm,无论如何我是要勇往直前的。失败也好，失落也好，失意也好，这都是我即将展开的人生长河中的沧海一粟，不值一提。我是要勇往直前的。我的人生不是哪一方小小的土地，也不是大海，而是浩瀚的宇宙啊。  ,2022-09-20 00:19,17,2,0,,,
LDvbt7E9u,https://weibo.cn/comment/LDvbt7E9u?uid=7770920737&rl=0#cmtfrm,啊我真的好喜欢肉肉软软热热的身体🥹  ,2022-07-22 21:38,0,2,0,,,
MlBCPFIrC,https://weibo.cn/comment/MlBCPFIrC?uid=7770920737&rl=0#cmtfrm,我没有想到我的2022会结束得如此开心，刚连续高潮完三次的我在这里也想祝福大家：诚实地做出自己想做的选择，并且勇敢地承担起相应的后果，以及永远都有从头再来的决心和信念。失败和成功都只是看你给了多长的时间坐标轴而已。除了体验别的都不重要。这是我对爱自己的全部理解。  ,2022-12-28 03:41,28,2,8,,,
M5hos5RFE,https://weibo.cn/comment/M5hos5RFE?uid=7770920737&rl=0#cmtfrm,我们健身房一个带操课的女教练，年纪大概有五六十了，刚刚在浴室看到她，浑身都是肌肉，小肌群大肌群都练的特别好，肤色也晒得十分健康。看到这样子的老年女性，真的让人对变老这件事充满了盼头。  ,2022-09-11 18:45,12,2,0,,,
NlQu8AsZk,https://weibo.cn/comment/NlQu8AsZk?uid=7770920737&rl=0#cmtfrm,妈妈 你要的自由怎么全是在牺牲我的利益为男人谋好处  ,2023-10-01 16:15,26,2,0,,,
N3BM99UQ4,https://weibo.cn/comment/N3BM99UQ4?uid=7770920737&rl=0#cmtfrm,我剃寸头不是因为寸头也很美，而是因为不配合；我练肌肉也不是因为有肌肉也很美，而是因为不配合；至于不配合什么，大家都懂。重点在于掀桌子，重点在于美不重要（对我自己来说），欣赏外界一切美的事物是非常愉快的事情，但是我自己并不需要美丽  ,2023-06-03 17:42,49,2,2,,,
M3a0DD5ZE,https://weibo.cn/comment/M3a0DD5ZE?uid=7770920737&rl=0#cmtfrm,我全程： 太美了 怎么会这么美 瑞士·Jungfrau Top of the Europe  显示地图 [组图共9张] 原图 ,2022-08-28 20:17,25,2,6,,,
LEnWWzEbK,https://weibo.cn/comment/LEnWWzEbK?uid=7770920737&rl=0#cmtfrm,本语言学习小能手想告诉大家：当你学一门语言到了一个地步之后你会发现，量变引起质变，再来什么牛鬼神蛇单词你都记得特别快，基本上是过目不忘。所以加油做量的积累吧，钱会花光，身体会老去，但是你学到的知识永远不会离开你！！！  ,2022-07-28 17:03,3,2,2,,,
N7UvhkwaJ,https://weibo.cn/comment/N7UvhkwaJ?uid=7770920737&rl=0#cmtfrm,临时感悟一则：长大之后发现傻逼的傻不在我爱吃苹果它爱吃橘子，而在于它觉得它爱吃橘子全世界就都应该吃橘子，不爱吃橘子的人就是有病  ,2023-07-02 00:44,22,2,0,,,
NngzM6z7I,https://weibo.cn/comment/NngzM6z7I?uid=7770920737&rl=0#cmtfrm,昨晚从十点一觉睡到今早八点，中午去见了朋友，接着去健身房运动顺便汗蒸了一下。回家把衣服送去洗出门晒太阳，买了我最喜欢吃的冰激凌，拿着相机在城区里随处乱走。晚上回家看会儿书就又可以睡觉了，而且还是睡在刚洗完烘干的床单上。我觉得好舒服好自由啊，我每天都过的没有遗憾  ,2023-10-11 00:30,35,2,2,,,
M4wS93jd0,https://weibo.cn/comment/M4wS93jd0?uid=7770920737&rl=0#cmtfrm,人完全的自由是当你发现，所谓罗曼蒂克的感情不过是一种幻像，是一种你对她人虚幻的想象，以及是你在她人身上对自己的迷恋的一种投射。也是当你发现，身体的愉悦有很多种办法可以达到，运动是一种，使用工具自我满足也是一种。这是两个最后的角落，夺回来你就完全自由。  ,2022-09-06 20:19,5,2,0,,,
M5AsB6TOD,https://weibo.cn/comment/M5AsB6TOD?uid=7770920737&rl=0#cmtfrm,:不知道，现在坐在街边的小餐馆吃饭，总觉得来来往往的人流中搞不好就有费兰特。可能她也不会来景区，但是谁知道呢。忍不住想猜测费兰特看起来是什么样子，但是身边经过的每一个女性都是费兰特，都是莱农，都是莉拉。抓着相机一脸傲气走过去的年轻女孩是，背着编织包戴着墨镜过马路的奶奶也是。我也是。我也是莱农，我也是莉拉。,2022-09-13 19:18,8,2,0,,,
NfDHw5nHE,https://weibo.cn/comment/NfDHw5nHE?uid=7770920737&rl=0#cmtfrm,因为我们只活一次啊  [组图共9张] 原图 ,2023-08-21 20:40,46,2,6,,,
M2Ht2f1Ep,https://weibo.cn/comment/M2Ht2f1Ep?uid=7770920737&rl=0#cmtfrm,在ETH门口的小咖啡车上买了一杯咖啡， 瑞士·ETH Zurich 苏黎世联邦理工学院  显示地图 [组图共4张] 原图 ,2022-08-25 19:37,5,2,1,,,
NwGRk6iVv,https://weibo.cn/comment/NwGRk6iVv?uid=7770920737&rl=0#cmtfrm,虽然今天我不上班，但是我同事一个CSC男博士在我背后造谣说我不搭理他只搭理我们另一个男同事，因为那个男同事是单身。于是我迅速写了一封邮件群发了全员，我兢兢业业工作，为什么要受这种性别歧视全文逻辑缜密声情并茂。anyway子敢惹我，老娘母老虎  ,2023-12-11 23:58,167,2,26,,,
NiF7Nxqvv,https://weibo.cn/comment/NiF7Nxqvv?uid=7770920737&rl=0#cmtfrm,一句话总结我自己：内衣是不可能穿内衣的，纳入是不可能纳入的，化妆是不可能化妆的。原因很简单：做这些事情让我不舒服让我不爽，付出回报不成正比。活到现在这个阶段整个人好轻松好轻松  ,2023-09-10 17:48,52,2,0,,,
NxhDKhsxh,https://weibo.cn/comment/NxhDKhsxh?uid=7770920737&rl=0#cmtfrm,我是智慧勇敢的阿咪 是所有女儿的母亲  原图 ,2023-12-15 21:36,36,2,4,,,
NmCs325do,https://weibo.cn/comment/NmCs325do?uid=7770920737&rl=0#cmtfrm,:今天交到了一个新朋友，是同事家的三岁小女孩。她说要给我看她的小背包，打开里面装着一个超大独角兽和数不清多少匹小马。拿点读笔往说明书和马屁股上点就能讲故事和玩游戏。给她吃软糖，掉地上了捡起来直接往嘴里塞。不穿鞋是你德人常规操作都不讲了，没过一会开始在地上爬说自己是一匹小马。地上爬了好久往我身上爬，然后抱着我躺在我怀里跟我说她最喜欢的马叫什么名字🥹,2023-10-06 18:21,19,2,3,,,
NruROmqBl,https://weibo.cn/comment/NruROmqBl?uid=7770920737&rl=0#cmtfrm,:心脏难受在医院急诊挂了号在等，趁这个时间我很想讲一下。我看到很多人来我微博留言问我计算机难不难学，德语难不难。我想说，一个人想要掌握一项技能，不管这项技能是什么，如果你不去花时间花精力，什么都很难。如果你能做到坚持投入并且找准方法，掌握一项技能是迟早的事情。重点在于你有多么想做成这件事情，做不做得到日复一日去重复。 你只是要掌握这项技能，你并不是要做出什么引领全人类前进的成就,2023-11-07 20:14,51,2,6,,,
NxgIQF6Tv,https://weibo.cn/comment/NxgIQF6Tv?uid=7770920737&rl=0#cmtfrm,我受到过的一切结构性压迫，我希望并且努力争取下一代女性可以不用再受；我所有的资源，我只给女儿，我没有女儿就给别人的女儿。这是我目前理解并且在实践的女性传承吧  ,2023-12-15 19:16,88,2,8,,,
NhhukeaFl,https://weibo.cn/comment/NhhukeaFl?uid=7770920737&rl=0#cmtfrm,突然觉得还是有必要讲下，大家关注我前请三思，我的三观是非常不正确的，我既不爱x也不爱x更不爱x同时我非常爱输出。并且在我自己眼里我就是对的，只有我对，我怎么都对。除了脑子聪明拍照好看之外我一无是处，不要关注别关注我  ,2023-09-01 15:48,22,2,1,,,
NnyEfo7Sv,https://weibo.cn/comment/NnyEfo7Sv?uid=7770920737&rl=0#cmtfrm,我无法理解 男的也骂男的龟孙啊 怎么没见男的发动态：我就是龟孙 怎么男的骂女的婊子 女的开口就是：我就是婊子！婊子来了！  ,2023-10-12 22:31,35,2,3,,,
NtTLRrFLF,https://weibo.cn/comment/NtTLRrFLF?uid=7770920737&rl=0#cmtfrm,我好久前点进去以前那个号家里群，看见我妈在跟我弟弟说你上哪哪找工作，男孩子有优势会降分录取的。我想说触目惊心又毫不意外。她在说这话的时候完全忘了自己有个女儿。只要男宝能吃到性别红利，对女儿不公又算得了什么呢传统国粹了😅  ,2023-11-23 15:19,63,2,11,,,
NvzOI8MMT,https://weibo.cn/comment/NvzOI8MMT?uid=7770920737&rl=0#cmtfrm,很负责任地讲，我会中德英法四门语言，没有哪一门精通的。但是我完全不觉得这有什么，因为沟通重要的从来在于内容和方式，而不是使用的哪种语言。话不投机就算一起说同一门母语也是对牛弹琴  ,2023-12-04 16:12,49,2,3,,,
NpWTH1M3f,https://weibo.cn/comment/NpWTH1M3f?uid=7770920737&rl=0#cmtfrm,女权主义者的群体太丰富了，我们有经济学家、化学家、计算机科学家，我们有天文学家，画家，天体物理学家，文学家，企业家……彼此之间根本不需要认识，只用知道我们同为wéi女性同为wèi女性就够了。这条路上从来不孤单。  ,2023-10-28 15:55,57,2,3,,,
McCdZzRK3,https://weibo.cn/comment/McCdZzRK3?uid=7770920737&rl=0#cmtfrm,:分享一些图片。从健身房回来路上经过学校旁边停用的公交车站，看到一个奶奶坐在座位上。本来想上去告诉她这个站已经停用了，走上前看到她从包里拿出酒，又拿出酒杯开始倒酒喝。我改变了主意。我决定还是把这一时刻完全留给她自己好了。反正迟早她也会发现车站坏了。早一点晚一点都没有什么紧要。于是我又继续往前走了。,2022-10-30 00:39,30,2,4,,,
NxzcGyg1X,https://weibo.cn/comment/NxzcGyg1X?uid=7770920737&rl=0#cmtfrm,大脑从头至尾只做一件工作，那就是配合你。所以一定要清楚明确地告诉你的大脑该怎么做  ,2023-12-17 18:19,34,2,5,,,
LFb75wLhi,https://weibo.cn/comment/LFb75wLhi?uid=7770920737&rl=0#cmtfrm,:黄黄和静静都好像，她们比我更缺爱，可是在她们那里我永远都是小朋友。黄黄来海口，她问我，你想吃什么，还想吃什么，还有呢？一共五天全做给你吃。我从来没跟她们说过我的不快乐，可是黄黄说你在这个世界上是不是都没有牵挂的人。就像静静跟我说我很美丽，我有思想，我跟白云，风都没有区别，我是全世界的。爱黄黄💛也爱静静🤎,2022-08-02 22:13,2,2,1,,,
NlBqjpKXq,https://weibo.cn/comment/NlBqjpKXq?uid=7770920737&rl=0#cmtfrm,每天过得好幸福啊 我不仅在做德国人 我还在做世界人 我哪里都不属于 所以哪里又都属于我  [组图共9张] 原图 ,2023-09-30 01:54,91,2,12,,,
Nt5CjbjDz,https://weibo.cn/comment/Nt5CjbjDz?uid=7770920737&rl=0#cmtfrm,:你觉得互联网上都在骂男的，所以你站出来说男人的好展现自己有多么公正好像显得非常特别。你不特别，你只不过是亿亿万万里爱线头爱到无法自拔的人里的一个。就像我小时候，我是学习成绩一直很好的乖学生（也不乖但是成绩好），我当年一直觉得那些不学习的女生很酷，我觉得她们是知道自己想要什么才选择了不学习。后来接触了我发现，不是，她们根本不知道自己想要什么，她们只是觉得好像学校里大家都在学习，所以不学习显得很特别。不是，学习的人才是那个少数。,2023-11-18 07:38,32,2,2,,,
Md4c1nJGl,https://weibo.cn/comment/Md4c1nJGl?uid=7770920737&rl=0#cmtfrm,我系着围巾，穿着外套，背着健身包从公交车上下来。对面是我的健身房，我一回头看到阴天的凯旋门发着白青色的光。我的手里拿着一本《寂寞的游戏》。袁哲生说，“在无人的城楼间，我像是那些没有生命的道具”。我突然很想掉眼泪，我感受到了一股浓烈的乡愁，我回到了童年，回到了家，回到了我自己身上。  ,2022-11-01 23:51,13,2,0,,,
NmaKKqXwp,https://weibo.cn/comment/NmaKKqXwp?uid=7770920737&rl=0#cmtfrm,:今天德国统一日放假，天气特别舒服。微风吹个不停，阳光也不晒。在家待着学习，休息的时候看会书看会小时候喜欢的电视剧。早上新开了一罐咖啡粉，掀开铁皮的那一刻不少粉末冲到我脸上，好香。好舒服啊，像回到了小时候，回到了外婆家，夏天的堂屋里，房顶很高，穿堂风吹过，我躺在躺椅上。能听到屋外风吹树叶的声音，还有时不时传来的鸟叫声。一切都慢悠悠的，没有任何忧愁也没有烦恼,2023-10-03 19:51,39,2,0,,,
LBSu0v9Ok,https://weibo.cn/comment/LBSu0v9Ok?uid=7770920737&rl=0#cmtfrm,和同学吃完饭往她家走，暮色四合，广场人有演奏家在表演特别好听的小提琴曲。白天降温了，这会走着走着浑身发热，吹着风温度刚刚好。我又开始重读《海风中失落的血色馈赠》。有这本书，有我的宝贝电脑，再加上一床温暖的被子，我就可以在我的小房间里过完一整个冬天。夏天要离开我也不害怕了。  ,2022-07-12 05:16,3,2,0,,,
M61wPyWHz,https://weibo.cn/comment/M61wPyWHz?uid=7770920737&rl=0#cmtfrm,又来第一天来的那家好吃好看还送很多的brunch吃饭，服务员一女一男，女服务员刚刚一看到我们就说welcome back哈哈哈哈哈哈不愧是俺们女的，真的干什么都一顶一  ,2022-09-16 16:12,6,2,2,,,
Nw2994bMF,https://weibo.cn/comment/Nw2994bMF?uid=7770920737&rl=0#cmtfrm,:我不知道为什么有人会对男的带这么大的学历滤镜。我之前工作的地方招的都是重点985和海外基本QS前五十的学生，男的上完厕所都不洗手。而且我自己现在就在跟一群博士生打交道，在国外的中国男博士不仅不坐下尿尿（宿舍共用马桶永远是只要他用完垫圈就是掀起来的），以及一个一个整个人十分扭捏，见面也不打招呼，你跟他打招呼他也是一整个吃屎了的表情😅,2023-12-07 16:19,126,2,15,,,
NwdkCioIW,https://weibo.cn/comment/NwdkCioIW?uid=7770920737&rl=0#cmtfrm,:跟我们系里的教授zoom问问题，她女儿突然闯进来，两个人穿着母女装。小女孩特别可爱，她问她妈妈：她叫什么名字？教授说了我的名字，接着又说至少德语是这么发音的，中文我就不知道了。小女孩又指着她妈妈的头麦说你就用这个说话吗？她妈妈说对呀。她问你都能听见吗。她妈妈说对呀我都能听见。她又问：那她（指我）在说什么呢？她妈妈说：她没有说话，只是在对我们笑呢。接着小女孩开始在镜头前做鬼脸，测试我能不能看见她。又把脸遮住，又蹲下去又站起来。我们教授也没有打断她，反而在旁边解说：哎呀你躲起来啦。全程我们教授都非常温柔地跟她解释：你去找Opa好不好呀，妈妈在工作，还剩三个学生啦，工作完就来陪你，早点结束就早点陪你啊。从头到尾没有抬高过一点声调。想起我每次在公交车上遇到的德国母女也是这样。小女孩总是有很多很多问题，妈妈永远在温柔耐心回答。刚好我昨晚在ins上刷到一段视频，一个爸爸在家里接受电视节目采访。采访到一半，小女儿进来了，爸爸没有回头直接用手把小女孩推了回去。这个时候小儿子坐在婴儿车里也跑进来了，是那种小孩的脚可以在地上走的围栏车。很快妈妈冲了进来，裤头都没有来得及扣上，一直跪在地上，把两个小孩拖拽了出去。中间小女孩还摔倒了，所以是从地上拖出去的。底下评论一直在说，这个爸爸对小孩好冷漠，怎么可以直接shove自己的小孩，应该停下来拥抱一下至少跟孩子好好说一下。另外一部分人就开始说，这个爸爸只是想要表现得专业一点罢了。我昨晚就在想，这如果是一个女性，她也做这样的反应，大家又会是什么看法。wellwellwell,2023-12-08 20:47,37,2,0,,,
LCfBGmfPp,https://weibo.cn/comment/LCfBGmfPp?uid=7770920737&rl=0#cmtfrm,同学：上次我们去看演唱会那天她化妆全程只靠手指头完全不需要任何工具我：对我手指真的很好用另一个同学：怎么开始搞颜色虽然是三个拉拉聚一堆，但是我发四我这次没有，我真的没有[开学季]  ,2022-07-14 16:08,0,2,3,,,
NaUMLeAaW,https://weibo.cn/comment/NaUMLeAaW?uid=7770920737&rl=0#cmtfrm,从来不会有人对大腹便便或者是秃顶的男的说：美是多种多样的，你大着肚子也很美。因为男的不被要求要美，男的不需要（自己看起来）美。不是说美有问题，不可以美，而是只有权力下游的人才需要（自己看起来）美  ,2023-07-21 18:58,37,2,0,,,
LEHvMcQro,https://weibo.cn/comment/LEHvMcQro?uid=7770920737&rl=0#cmtfrm,:本人河豚🐡时刻：要给房东交房，需要自己打扫卫生哭哭，我不会，我真的不会。要约房东明天来收房，真的被压力住了。除了摆烂就是只想摆烂🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡🐡,2022-07-30 18:51,1,1,1,,,
M9wYeBwUY,https://weibo.cn/comment/M9wYeBwUY?uid=7770920737&rl=0#cmtfrm,:也是去年夏天在家里，有一天下午下起了暴雨，我在屋檐底下躲雨，天也慢慢要黑了。我当时穿着一件领很低的吊带。一个男的老朝我胸口看，第一遍我警告他“你看什么看”，他还是在看，于是第二遍我用我们那的方言口吐莲花了一通。结果他笑嘻嘻的，还想过来和我搭话。我一下子火就上来了。于是我转头冲进旁边一个巷子里，抄起一块木板就冲出来了，我们之间大概有二十来米的距离，我还没靠近他，他就跑了….看着他落荒而逃的样子我当时真的好快乐哈哈哈哈哈哈哈,2022-10-09 17:46,11,1,3,,,
Nr4rA0qaY,https://weibo.cn/comment/Nr4rA0qaY?uid=7770920737&rl=0#cmtfrm,分享图片  [组图共9张] 原图 ,2023-11-05 00:58,35,1,0,,,
Nl68PAXxY,https://weibo.cn/comment/Nl68PAXxY?uid=7770920737&rl=0#cmtfrm,男的不仅没有办法服务到女的满意 只顾着自己爽还倒打一耙说女的在床上像块木头 女的不仅没有因为自己没有得到满足而不悅 也没有因为对方pua自己而生气 反而还一口一个“难怪是”给男的行为找到了合理的解释 我的老天娘啊 你们死远一点别来我的微博拉屎  ,2023-09-26 18:16,20,1,0,,,
