wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
N88oIy4L3,https://weibo.cn/comment/N88oIy4L3?uid=1837896330&rl=0#cmtfrm,几年前，看到学长在Space请大家骑单车作为庆祝30岁生日的开端，我感到不解。现在轮到我了，确实最想做的事是包场普拉提工作室，（逼朋友们）一起来上课。  ,2023-07-03 12:06,7,1,5,,,
H1xrLCdOz,https://weibo.cn/comment/H1xrLCdOz?uid=1837896330&rl=0#cmtfrm,健身房的意大利男教练完美如雕塑，但我不敢上他的课。所以健身房被选课最多的到底是火辣的健身教练还是外貌亲和的？  ,2018-11-07 10:35,0,1,4,,,
EuSonwmpR,https://weibo.cn/comment/EuSonwmpR?uid=1837896330&rl=0#cmtfrm,楼里要在2月14日办一个Anti-Valentine's Day Party. I love my building.  原图 ,2017-02-10 13:00,11,1,0,,,
EAswx3LU0,https://weibo.cn/comment/EAswx3LU0?uid=1837896330&rl=0#cmtfrm,Anselm Kiefer; Seet van Hout; Patricia Waller; Pipilotti Rist (❤️)A day of contemporary art in Berlin 德国·柏林  显示地图 [组图共4张] 原图 ,2017-03-19 06:10,3,1,0,,,
Fdn7FAjDM,https://weibo.cn/comment/Fdn7FAjDM?uid=1837896330&rl=0#cmtfrm,"搭跨城顺风车回家，广播说今早要放三个小时的Lincoln Park...两个主播便开始强行解读每一首歌，简直比我们art critic还扯。I know, the author is dead (no pun intended), but please, cut the crap.  ",2017-07-21 08:53,1,1,2,,,
G7ZPtjIG7,https://weibo.cn/comment/G7ZPtjIG7?uid=1837896330&rl=0#cmtfrm,First Time-Jessie Ware  ,2018-03-18 23:08,0,0,0,,,
L2MiBarX4,https://weibo.cn/comment/L2MiBarX4?uid=1837896330&rl=0#cmtfrm,Dadaists对于word play的痴迷，大概跟我们对建国带火的谐音梗的痴迷是一样的：既是一种文字带来的高度私密、个人化的好笑体验，又是一种对约定成俗的语言规范（以及它所代表的社会规范）的幽默反抗。  ,2021-11-23 09:11,1,0,0,,,
LvzCfDhGW,https://weibo.cn/comment/LvzCfDhGW?uid=1837896330&rl=0#cmtfrm,用掉了二十多瓶黑曜石之后，我就像是一个结婚多年心开始野的渣男：花花世界诱惑太多，都想试试，有的效果也可以媲美；但我清楚，万一真的哪天烂脸了，还可以回到黑曜石带给我的安稳中。换个角度，一切渣行为都可以想通透。  ,2022-05-31 18:12,2,0,2,,,
FBhUVzrzg,https://weibo.cn/comment/FBhUVzrzg?uid=1837896330&rl=0#cmtfrm,Me: Why does he keep sending me photos without saying anything? It's so weird.Friend: Why weird? He's SHARING! It's like Snapchat.Me: Yeah that's what illiterate people use.  ,2017-12-25 15:45,0,0,0,,,
Kr6kd1rRJ,https://weibo.cn/comment/Kr6kd1rRJ?uid=1837896330&rl=0#cmtfrm,It's sad when headphones become your defense at work.  ,2021-07-30 09:33,2,0,0,,,
Lxy6zo8xr,https://weibo.cn/comment/Lxy6zo8xr?uid=1837896330&rl=0#cmtfrm,离职了也没有跟任何前同事联系，今天突然听说他们说我进军时尚界了。爱造谣爱搬弄是非的毛病真的一点没改。就，挺庆幸离开这种有毒的环境的。  ,2022-06-13 18:02,6,0,2,,,
GcNYNvkYs,https://weibo.cn/comment/GcNYNvkYs?uid=1837896330&rl=0#cmtfrm,:昨天吃法餐时朋友问我，有没有一道特别想念的菜。现在想起来，应该是在波尔多的最后一晚，被住家妈妈带去和她的朋友们吃饭，在不起眼的餐馆里点了一份牛排，盖上厚厚的鹅肝，再搭配波尔多醇厚的红酒。酒足饭饱后沿着河散步，不远处的邮轮明亮而艳俗。我与朋友家的儿子——刚从非洲做完义工回来的年近三十的医生——并排走着，没有太多话可说。夏夜的空气流转在我们之间。这次经历比在巴黎的任何一天都更“法国”，无论这个词意味着什么。,2018-04-19 14:09,8,0,0,,,
I1WBRrMzX,https://weibo.cn/comment/I1WBRrMzX?uid=1837896330&rl=0#cmtfrm,":ABC朋友说她小时候的cartoon crush是美少女战士里的”Tuxedo Mask,” 才让我意识到这个角色的名字是“夜礼服假面”，而不是过去的二十年我以为的“夜里伏假面”（可能是在夜里戴着假面的意思）。说起来我的first cartoon crush可能是四驱兄弟里的哥哥小烈，因为太痴迷小学前几年一直在装玩具四驱车，可惜的是如今也没能成为工程师。",2019-08-13 01:23,3,0,6,,,
NxmyCxRql,https://weibo.cn/comment/NxmyCxRql?uid=1837896330&rl=0#cmtfrm,小规模学校值得惊叹的一点是，你永远不知道一个十几岁时资质平平、连父母都不看好的孩子，在长期以往的关爱和认可的滋养下，能爆发出什么样的潜力。  ,2023-12-16 10:07,1,0,2,,,
NrK8frGNh,https://weibo.cn/comment/NrK8frGNh?uid=1837896330&rl=0#cmtfrm,"美国同事锐评北方潮叔画廊主: “They look like f***boys in their sixities, and reek of divorce.”  ",2023-11-09 11:06,3,0,0,,,
NqS829Zr9,https://weibo.cn/comment/NqS829Zr9?uid=1837896330&rl=0#cmtfrm,看到女高生发自己的戏剧项目创作，主题是“母女联合弑父”，然后“弑”不会写，在多重维度上都挺当代的😅  ,2023-11-03 17:37,2,0,0,,,
H3hxm5y0P,https://weibo.cn/comment/H3hxm5y0P?uid=1837896330&rl=0#cmtfrm,今日的一个感悟，sales强的人大概分两种：一种是长得好看且温和的，让人如沐春风，不由自主想靠近；另一种是其貌不扬但强势的，让你不得不注意对方的存在，产生被驯服的感觉。不知道长得好看且强势会如何，但其貌不扬却温和大概是worst combination.  ,2018-11-18 21:45,8,0,1,,,
MgDdrqf2f,https://weibo.cn/comment/MgDdrqf2f?uid=1837896330&rl=0#cmtfrm,普拉提工作室的教练们，每个都有狗狗，时常带来上班。运动+狗狗，是不是快乐max了，外界的一切纷扰都可以阻隔。  ,2022-11-25 10:32,4,0,0,,,
KylLPbopz,https://weibo.cn/comment/KylLPbopz?uid=1837896330&rl=0#cmtfrm,":上海有一个主打大型团课的健身机构，很破，设备原始，连毛巾都要自带不然收费，年费却跟Pure差不多。人人都说它是个cult, 也确实有社群的感觉，因而让人更有动力去上课，早睡早起，吃得健康，那段时间皮肤通透会发光。停了会籍一阵子，再加上最近作息颠倒，陷入了恶循环，愈发想起它的好。健身本质上是一种整体状态，光练没用，需要生活各个方面的协调才有效。",2021-09-16 01:44,5,0,0,,,
Gxnpl5SxU,https://weibo.cn/comment/Gxnpl5SxU?uid=1837896330&rl=0#cmtfrm,欧洲朋友惊讶我怎么周日也要上班于是我回答道  原图 ,2018-09-01 21:07,7,0,1,,,
GzEVGfgTl,https://weibo.cn/comment/GzEVGfgTl?uid=1837896330&rl=0#cmtfrm,在新说唱上，ABC说英文是不可以的，留学生可以尽情说。也是折射出强国逻辑了。  ,2018-09-16 21:24,3,0,0,,,
M1qS3hm8u,https://weibo.cn/comment/M1qS3hm8u?uid=1837896330&rl=0#cmtfrm,三十多的livehouse男喜欢00后QQ音乐女孩，留学男喜欢00后国际学校女孩。到最后也不知道他们到底是喜欢年轻漂亮，还是自己不愿意长大。  ,2022-08-17 11:32,4,0,0,,,
MbOemfNvC,https://weibo.cn/comment/MbOemfNvC?uid=1837896330&rl=0#cmtfrm,山里的周末  [组图共6张] 原图 ,2022-10-24 17:23,3,0,0,,,
Ntz3PthS7,https://weibo.cn/comment/Ntz3PthS7?uid=1837896330&rl=0#cmtfrm,每天挂在热搜上的都是些什么啊，不是富豪的婚恋就是明星的婚恋。在这个学业压力爆炸、工作没有停歇的时代，享受恋爱结婚生子，已经成了有钱人的特权。  ,2023-11-21 10:36,6,0,0,,,
Jlg1sE1fS,https://weibo.cn/comment/Jlg1sE1fS?uid=1837896330&rl=0#cmtfrm,在自称“正宗”的印度餐厅里看到“牛肉咖喱”这个类别，就会默默质疑它的正宗性。曾经想吃牛肉时误闯印度餐厅，找了半天才意识到，对哦大多印度地区都不允许吃牛肉。不过照这么说，“咖喱”也是一种西方发明，“正宗”可能本身就是迷思。  ,2020-09-19 00:28,2,0,0,,,
F9NZ11PXa,https://weibo.cn/comment/F9NZ11PXa?uid=1837896330&rl=0#cmtfrm,一到下班时间办公室里刷刷刷摇蛋白粉的声音，一波高过一波，简直成了下班提醒。听说大家都去同一个健身房，我有点不好意思报名了。  ,2017-06-27 21:54,3,0,2,,,
ME4HmuVN0,https://weibo.cn/comment/ME4HmuVN0?uid=1837896330&rl=0#cmtfrm,感受到一种（y2k）辣妹霸权主义，no one even talks about “effortless chic“ à la française anymore.  ,2023-04-28 14:47,0,0,2,,,
GxBNNcOrQ,https://weibo.cn/comment/GxBNNcOrQ?uid=1837896330&rl=0#cmtfrm,一旦有钱有势的人出事，群众总是假设他是无辜的（“他要什么没有，怎么会做这样的事，肯定是被整了”），仿佛权力就是用来abuse的，怎会有被惩罚的道理。奴颜媚骨的样子令人作呕。  ,2018-09-03 09:45,16,0,0,,,
M4Fhz8raC,https://weibo.cn/comment/M4Fhz8raC?uid=1837896330&rl=0#cmtfrm,My life summarized  原图 ,2022-09-07 17:44,0,0,0,,,
LuNyBhLXs,https://weibo.cn/comment/LuNyBhLXs?uid=1837896330&rl=0#cmtfrm,又发物资了。将近两个月，随着物流链的打通，我的心情逐渐从物资paradox (有东西吃很开心的同时担心要再关一阵子）到物资phobia——真的不要再发饲料了，我要自由，我要自由，我要自由。  ,2022-05-26 15:52,4,0,0,,,
Ly8oY9qLn,https://weibo.cn/comment/Ly8oY9qLn?uid=1837896330&rl=0#cmtfrm,这两天因为唐山的事情，醒着睡着都在做噩梦，恐惧像恶臭一样，渗透生活的缝隙。恐惧的不只是问题本身，还有不被允许讨论和解决问题。于是每个人都逐渐向内爆炸。  ,2022-06-17 14:26,9,0,0,,,
M9cougz9X,https://weibo.cn/comment/M9cougz9X?uid=1837896330&rl=0#cmtfrm,我最受不了的两个食物名称：松茸刺身和avocado tartare.  ,2022-10-07 13:23,4,0,2,,,
Hz9SdsQvh,https://weibo.cn/comment/Hz9SdsQvh?uid=1837896330&rl=0#cmtfrm,为了前往朋友在国内的婚礼去翻衣柜，发现很久没买工作场合或会见长辈可穿的正式裙子了，清一色的slip dresses (是一个狂热爱好者)。学生时期懒散惯了，slip dresses可以晚上或海边穿；毕业后到了个没有dress code的公司，就只凭喜好买裙子。喜欢懒散的穿着可能也间接决定了我的职业选择。  ,2019-06-16 13:04,7,0,0,,,
NyBrC5XKq,https://weibo.cn/comment/NyBrC5XKq?uid=1837896330&rl=0#cmtfrm,":没有人聊生活中的强者思维，是学会compartmentalize吗，永远把自己的需求放在第一位，用不同的方式满足不同的需求。以感情举例：在很多异性恋男的眼里，女的有很多种类型，包括妻子、py、知己、旅伴等，每条线都不冲突；而传统意义上的弱者（女性），总把自己限制在一条线里，而一个人是不可能满足所有期待的，所以她们不是单身就是在一段关系里忍让。就像我之前思考过的，在后现代社会浪漫关系应该是romantic network, 而不是bilateral romantic relationship, 当然前提是每个人都是强大独立的个体。",2023-12-24 13:51 ,3,0,0,,,
LueA51sYX,https://weibo.cn/comment/LueA51sYX?uid=1837896330&rl=0#cmtfrm,智齿发炎，有点发烧，不能出门也买不到处方药，只能买非处方的中成药吃吃。现在的感觉无异于用连花清瘟抗疫，屁用没有。  ,2022-05-22 22:49,2,0,3,,,
GBcvGp7ve,https://weibo.cn/comment/GBcvGp7ve?uid=1837896330&rl=0#cmtfrm,"看到Centre Pompidou发的故事里一个策展人模样的人说 “Inscrivez-vous en swipant,” 做了一个向上滑的手势。想到大学写论文的时候，若要用华丽的词，很多时候都可以用法语形式替换掉英文单词（很多法语词在英文中都用作书面语）。但现在法语中出现越来越多英文词汇。变化的权力关系很明显了。  ",2018-09-27 00:43,9,0,1,,,
F8nk0nAb3,https://weibo.cn/comment/F8nk0nAb3?uid=1837896330&rl=0#cmtfrm,Jeanne Damas太酷了，穿slip dress坐电动车，与Jane Birkin拿straw tote走戛纳红毯有异曲同工之妙。Always remember to maintain a high and low mix. 不过这样的场景大概只有在发达国家才可行。  原图 ,2017-06-18 12:12,7,0,0,,,
GEmBZF9Qk,https://weibo.cn/comment/GEmBZF9Qk?uid=1837896330&rl=0#cmtfrm,不要妄想和客户培养感情，从签了约的那一刻开始，信任值是随着接触增加而下降的。离过婚的老板如是说。  ,2018-10-17 19:57,4,0,0,,,
Jr5tyrehm,https://weibo.cn/comment/Jr5tyrehm?uid=1837896330&rl=0#cmtfrm,意式早餐pastry好让人开心啊。不同于法式巧克力可颂或苹果修颂的含蓄包裹，它们热情地沿着切开的酥皮面包展现自己的内核：各式各样的卡仕达酱，香草、可可、开心果、提拉米苏等等，五颜六色让人想起那不勒斯老城街边冰淇淋店的橱窗，还有聚集的、散发着强烈荷尔蒙气息的机车族少男少女。  ,2020-10-27 08:39,4,0,0,,,
M0zhEjhPE,https://weibo.cn/comment/M0zhEjhPE?uid=1837896330&rl=0#cmtfrm,:The Group真的好妙啊，一开始难进入，但看进去了就欲罢不能（就像给这本书写导语的《欲望都市》作者说的那样）。比如在1930年代大学毕业的女儿跟妈妈的意见分歧：妈妈认为女儿该在结婚前去找曾让她心碎又无法忘怀的浪子，去改造他，去牺牲；女儿说“牺牲”已经过时了，改造男人是不可能的，”he’ll just drag you down too.” 总的来说，比起母亲的年代，新一代女性更加实际。这样的对话感觉在二十一世纪的中国都未过时。,2022-08-11 19:07,0,0,2,,,
GgAqggfnr,https://weibo.cn/comment/GgAqggfnr?uid=1837896330&rl=0#cmtfrm,"做学生真好，可以rebel, even ""without a cause,"" 但作为大人，就得先问自己，""Can I quit my job to be a full-time (starving) revolutionary?""  ",2018-05-14 11:00,13,0,0,,,
MDbUnBVDG,https://weibo.cn/comment/MDbUnBVDG?uid=1837896330&rl=0#cmtfrm,前阵子我和（男性）友人在进行正常对话——也就是有问有答，有交流和探讨——的时候，一个大哥突然略带诧异地评价，“你怎么和chatGPT一样，问你什么马上就可以答出来。”然后就轮到我诧异了。这位大哥是多习惯微笑装傻偶尔说一句“你说得好对哦”的精神拉拉队女生了？  ,2023-04-22 19:18,15,0,0,,,
LjFQHyOof,https://weibo.cn/comment/LjFQHyOof?uid=1837896330&rl=0#cmtfrm,办完离职出来，穿了几年的slingbacks断了，真的很有象征意义了。  ,2022-03-14 12:01,9,0,4,,,
FptAi5YI3,https://weibo.cn/comment/FptAi5YI3?uid=1837896330&rl=0#cmtfrm,"最近越来越常听到""basic""这个概念。遇到的很多人都挺好，但就是basic, 没有特殊之处，没有特别戳人的点。网红和超模的区别大概也在此。可能因为之前在艺术界待太久——在那里""basic""简直是侮辱人的词，因为每个人都追求个性。突然压力好大，不知道如何在现实生活中stay cool, 不变成一个basic的人。  ",2017-10-08 23:23,6,0,0,,,
LrWMADM3B,https://weibo.cn/comment/LrWMADM3B?uid=1837896330&rl=0#cmtfrm,我想知道是哪个弱智玩意想出来的“静默期”，倒是解释一下是为什么静默，为无辜的人，还是为无知和无能？  ,2022-05-07 21:50,2,0,2,,,
FtX09D4bL,https://weibo.cn/comment/FtX09D4bL?uid=1837896330&rl=0#cmtfrm,即使没有人会注意，也是我对高科技时代下的日常的反抗。很想知道有没有人研究这个问题: Is work-life balance a myth in contemporary society? Is it a concept invented by the privileged in the system just to make the vast majority feel better?  原图 ,2017-11-07 09:38,2,0,7,,,
GbTSnAd2o,https://weibo.cn/comment/GbTSnAd2o?uid=1837896330&rl=0#cmtfrm,🤦🏻♀️  原图 ,2018-04-13 15:19,1,0,0,,,
G7o5T1H6x,https://weibo.cn/comment/G7o5T1H6x?uid=1837896330&rl=0#cmtfrm,"今天是白色情人节，Pi Day, 伟大科学家去世的日子。我和同事在便利店，看到rosé, we were like, “Fuck it, we’re gonna drink.” 假装世界一切都好。  ",2018-03-14 23:04,6,0,2,,,
IcQKytQCA,https://weibo.cn/comment/IcQKytQCA?uid=1837896330&rl=0#cmtfrm,Trevor Noah是理想型，智商高三观正，受过苦难却积极面对人生，还超可爱。看他回应法国大使抗议他吐槽法国队赢了世界杯等于非洲赢了世界杯的那个视频，真的又好笑又深刻。  ,2019-10-23 18:41,8,0,3,,,
Mp17M0MVM,https://weibo.cn/comment/Mp17M0MVM?uid=1837896330&rl=0#cmtfrm,:回顾近几年，发现每年年初都在为感情困扰，但总有新朋旧友或新的男士出现，快乐地度过一年。这些都是年初的我所无法预见的。未婚女性难免有种心态，锁定一个一生就好像无忧了，但生命中人来人往是常事（尤其是看荞麦的投稿，发现只要人活着，就会互相吸引，或者互相厌恶）。突然心态变好了。与有缘人，做快乐事，无需强求。,2023-01-19 14:06,5,0,0,,,
EDLt5n8Jl,https://weibo.cn/comment/EDLt5n8Jl?uid=1837896330&rl=0#cmtfrm,每年的四月都很忧伤，天气明明这么好，大家都在郊游野餐晒太阳饮酒，而我只能躲在不见天日处读怎么读也不懂的书然后码字。等不及要过完这个人生阶段。  ,2017-04-09 23:55,3,0,4,,,
HDBAhElgY,https://weibo.cn/comment/HDBAhElgY?uid=1837896330&rl=0#cmtfrm,"今天认识了一个Iverson, 见面前觉得真basic, 跟给自己取名叫Bryant一样basic, 问了以后他说不是的，是因为他妈妈叫Ivy—Iverson = Ivy’s son. 有点酷的。  ",2019-07-15 18:58,2,0,0,,,
Ex91ylDbO,https://weibo.cn/comment/Ex91ylDbO?uid=1837896330&rl=0#cmtfrm,"""Ban hippies (and New Yokers)"" 🤦🏻♀️Raymond Pettibon at the New Museum 网页链接  显示地图 原图 ",2017-02-25 11:01,2,0,0,,,
Fc0fHrVGf,https://weibo.cn/comment/Fc0fHrVGf?uid=1837896330&rl=0#cmtfrm,最近有项莫名其妙的额外工作是每天教某个小朋友一个半小时的英语。非常生气。I'm not here to teach English. White people in Shanghai do.   ,2017-07-12 08:49,5,0,2,,,
F3lT10p0V,https://weibo.cn/comment/F3lT10p0V?uid=1837896330&rl=0#cmtfrm,:想起之前聚会上的轶事: 85岁的校友说五十年代来Vassar读书的女孩大多家境优渥，而且金发碧眼。她说来自纽约，她们会继续问纽约哪里，当听到她说布鲁克林时就失去了兴趣，因为那时的布鲁克林并不像现在，尚未被“中产阶级化”。她的女儿在康涅狄格州一个小镇长大，生活无忧但并不时髦。刚搬到纽约市内时还是个不修边幅的人，但一个月之后就能侃侃而谈哪里的美甲最好，BAM又出了什么新戏。,2017-05-16 11:21,5,0,2,,,
M4jXq1Cra,https://weibo.cn/comment/M4jXq1Cra?uid=1837896330&rl=0#cmtfrm,原来我的美国味蕾记忆trigger是融在松饼里的煎过的蓝莓，酸甜温热，是在东北部的秋风苦雨中开学的一丝小小安慰。  ,2022-09-05 11:27,2,0,0,,,
Kulc73UEO,https://weibo.cn/comment/Kulc73UEO?uid=1837896330&rl=0#cmtfrm,"最近听过的最可爱的rap歌词，来自grouptherapy's ""wish u were here."": i don’t wanna workit’s so hot that i don’t even wanna wear a shirtbut if i don’t wear a shirt then n+ggas tryna flirti don’t evеn put in half the work (nah)that’s a perk  ",2021-08-20 16:55,2,0,0,,,
MCe32F3WP,https://weibo.cn/comment/MCe32F3WP?uid=1837896330&rl=0#cmtfrm,泰国Rolling Loud最天下大同的时刻是演出结束出来，无论种族，无论财力，无论什么样的装束，都坐着摩的或露天小巴士，在路上钻来钻去。  ,2023-04-16 10:54,0,0,0,,,
EFmeXu898,https://weibo.cn/comment/EFmeXu898?uid=1837896330&rl=0#cmtfrm,在这个白人女孩俱乐部里，不知不觉中我选择的课堂展示主题都是印度、南美或非裔艺术家，aligning with the subaltern. 也许是潜意识中的反抗。  ,2017-04-20 11:22,4,0,0,,,
El4mc5QcH,https://weibo.cn/comment/El4mc5QcH?uid=1837896330&rl=0#cmtfrm,"""Let the priests tremble, we're going to show them our sexts!"" Hélène Cixous, ""The Laugh of the Medusa,"" written in 1976.  ",2016-12-08 01:05,0,0,0,,,
EkZRSxjKP,https://weibo.cn/comment/EkZRSxjKP?uid=1837896330&rl=0#cmtfrm,Schiaparelli SS16. Sexing the cherry.  原图 ,2016-12-07 13:39,4,0,3,,,
F1Uj19KKY,https://weibo.cn/comment/F1Uj19KKY?uid=1837896330&rl=0#cmtfrm,"宅了好几天，终于回到了心爱的Bibble & Sip, 大概是周末所以吸引了好多慕名而来的人。其中一个女孩刚接下餐盘，就欢快地转身对朋友们说: ""Instagram time!"" Welcome back to (sur)reality 📱📸💻  ",2017-05-06 23:18,1,0,0,,,
MdTKoqGoj,https://weibo.cn/comment/MdTKoqGoj?uid=1837896330&rl=0#cmtfrm,:上周末在海南大学夜市，因为突然下雨，厚脸皮跟海大的研一妹妹们挤一桌。她们刚刚隔离完被放出来，因为返校要经历一周“网格化管理”，都正常才能解除隔离；有个妹妹说八点之前要返校，虽然报备过了，但超过八点回去还是会通知辅导员。我惊讶问：“研究生已经是大人了呀，怎么还管这么严？”妹妹无奈道，她也这么觉得，但没办法。国人真的一辈子都被当小孩子管理，在家是有爱的，在外是无爱的，也就成了另一种形式。提醒了我当初迫切想摆脱的东西。,2022-11-07 11:06,2,0,2,,,
Kt4DE7qpI,https://weibo.cn/comment/Kt4DE7qpI?uid=1837896330&rl=0#cmtfrm,生活在末日里的人，是不会意识到末日即将来临的吧。北美的热浪，德国的洪水，马达加斯加的饥荒，更别提身边的灾难了，对于现在的我们来说都只是“新闻”。也许几十几百年后，也会有历史学家舒适地靠着高背椅，定义末日来临前的重要事件与时间节点，新闻也就成了历史。  ,2021-08-12 08:56,4,0,0,,,
Fz0oR25mQ,https://weibo.cn/comment/Fz0oR25mQ?uid=1837896330&rl=0#cmtfrm,很想知道欧洲各国的civic education是怎么做的，去年认识的法国人就是一只骄傲的高卢雄鸡，最近遇到的德国人也是——我说人体的60%都是水（至多），他非得说自己的不是水是啤酒。  ,2017-12-10 15:29,3,0,1,,,
J5Tbm84VG,https://weibo.cn/comment/J5Tbm84VG?uid=1837896330&rl=0#cmtfrm,":我们部门有个专属的沙发区，但最近总有一个隔壁部门的白男一声不吭坐沙发上办公，成了我们全体的pet peeve. 于是我在只有女生和一个犹太男的办公室说: ”That’s just how white men are, right, feeling entitled to everything. Every time I see people like that, I just get racist.” 🤷🏻♀️",2020-06-09 22:45,6,0,0,,,
I3iQxwRAI,https://weibo.cn/comment/I3iQxwRAI?uid=1837896330&rl=0#cmtfrm,健身男真的靠不住，说好一起点喜茶，选择低卡糖就算了，还偷偷去了芝士。最后说，“我今天一点都没感觉罪恶”。本来一起点奶茶不就是为了分担罪恶感的吗。  ,2019-08-21 23:49,5,0,6,,,
FeiZ3zWW0,https://weibo.cn/comment/FeiZ3zWW0?uid=1837896330&rl=0#cmtfrm,"reception girl primping after work也是挺有趣的一种urban image, 像是会在edward hopper的画里出现的女性形象，从几十年代一直延伸到现在。  ",2017-07-27 12:11,3,0,0,,,
H4cfTlZvM,https://weibo.cn/comment/H4cfTlZvM?uid=1837896330&rl=0#cmtfrm,"跟朋友讨论感恩节吃什么，她说吃了火鸡会很困，因为据说其中有种催眠的成分。“Are you sure it’s the turkey that makes you fall asleep?”“Yeah, that’s what people say.”“So now we’re blaming the victim?”  ",2018-11-24 22:09,3,0,0,,,
Ie39o1d59,https://weibo.cn/comment/Ie39o1d59?uid=1837896330&rl=0#cmtfrm,"同事今天扮成Spider Girl, 但由于服装太完整盖住了手指，一整天只能用Siri操作手机😆  ",2019-10-31 16:05,5,0,0,,,
IccvAtb51,https://weibo.cn/comment/IccvAtb51?uid=1837896330&rl=0#cmtfrm,"LA的朋友惊讶于我们不知道AMF (Adios Motherfucker)这种酒，猜测是不是加州独有的。我说有可能，在东海岸会叫做”Adieu Motherfucker”, à la française. 田纳西的朋友接着说，在我们那儿可能就叫”Bye y’all”🤪  ",2019-10-19 12:14,1,0,2,,,
NjIHzCjdK,https://weibo.cn/comment/NjIHzCjdK?uid=1837896330&rl=0#cmtfrm,欧洲北部好多戴珍珠项链的男生啊，很帅！  ,2023-09-17 16:45,2,0,3,,,
Nuauh8Lyk,https://weibo.cn/comment/Nuauh8Lyk?uid=1837896330&rl=0#cmtfrm,在美国总觉得自己不够聪明，在国内总觉得自己不够漂亮。两种社会压力，很能反映造成压力的环境是什么样。  ,2023-11-25 09:52,11,0,1,,,
FqZ5PymLs,https://weibo.cn/comment/FqZ5PymLs?uid=1837896330&rl=0#cmtfrm,餐盘上的赵无极#squidinkpasta  原图 ,2017-10-18 21:27,3,0,0,,,
HwifjefT4,https://weibo.cn/comment/HwifjefT4?uid=1837896330&rl=0#cmtfrm,突然意识到我的审美标准——丑帅——可能是受小时候看的韩剧影响。那时候的韩剧选人真刁钻，比如车太贤、苏志燮、裴勇俊，不是丑着丑着就帅了，就是帅中带一点丑，让人一见难忘。现在的男主角大多面容精致，反而失去了冲击力。长大的我已经在被丑帅吸引的路上一去不回头。  ,2019-05-28 16:52,10,0,9,,,
Mw10SvBFi,https://weibo.cn/comment/Mw10SvBFi?uid=1837896330&rl=0#cmtfrm,本情感充沛蟹蟹女拥有世上最好的妈妈：我对谁上头时，即使不喜欢他，也会鼓励我去追逐自己所愿；在我自我矛盾时不戳穿我；在我下头时，觉得受伤时，就帮我一起骂他。但有时候我希望她对我有除了婚姻以外的期待，让我更有信念感地去追寻事业或理想，而不是安稳的婚姻生活。  ,2023-03-06 14:42,2,0,0,,,
Iy0gWCi5a,https://weibo.cn/comment/Iy0gWCi5a?uid=1837896330&rl=0#cmtfrm,"Colleague/friend: “I think you’re too sophisticated for this clientele.”Me: “So do I put less effort into what I do... You know what, I’m not gonna change for this clientele. Just because people can’t afford Hermès doesn’t mean they don’t like it.”  ",2020-03-10 21:32,1,0,0,,,
LqEVRlEzv,https://weibo.cn/comment/LqEVRlEzv?uid=1837896330&rl=0#cmtfrm,以前每天中午经过Ole对它爱理不理，现在每天祈求能让我顺利下一单。这傻x日子到底什么时候是个尽头。  ,2022-04-29 10:33,2,0,1,,,
Lt7wZeic8,https://weibo.cn/comment/Lt7wZeic8?uid=1837896330&rl=0#cmtfrm,台湾男生真的太细节了。刚下去拿牛奶酸奶，邻居（台湾男生）拿了袋子来装，而我每次都是空手下去，狼狈地夹着多件，想尽办法按电梯。之前跟另一个台湾男生拼水果，他带了一个纸袋下来大堂，先是拿出了一瓶饮料给我，接着一把剪刀来开纸箱，最后还把纸箱带走扔了。相比之下觉得自己活得好粗糙。  ,2022-05-15 15:02,9,0,0,,,
LBV1ZvCl1,https://weibo.cn/comment/LBV1ZvCl1?uid=1837896330&rl=0#cmtfrm,每次Chris Brown（或类似劣迹斑斑的男艺人）发新歌，我都祈求”不要好听不要好听“，但这个R&B的调调就是很对我的胃口，让我一边受良心谴责一边快乐地听着。底线就是不加到playlist里了。艺术和道德真的可以分开吗。  ,2022-07-12 11:45,5,0,6,,,
F1LKAESPO,https://weibo.cn/comment/F1LKAESPO?uid=1837896330&rl=0#cmtfrm,凄风苦雨，鸣笛不断。是不是有毒。 美国·纽约  显示地图 原图 ,2017-05-06 01:31,2,0,0,,,
N4DP8bdDj,https://weibo.cn/comment/N4DP8bdDj?uid=1837896330&rl=0#cmtfrm,"在一个云南餐厅，到早了认真听放的音乐，三首歌从Sarah Connor到Paloma Faith到Peggy Gou, 毫无章法，跨度之广直接覆盖了我人生过去的十几年。  ",2023-06-10 12:45,5,0,3,,,
EFmmsi6wq,https://weibo.cn/comment/EFmmsi6wq?uid=1837896330&rl=0#cmtfrm,找到了用法语快速致富的方法  [组图共2张] 原图 ,2017-04-20 11:41,2,0,2,,,
M1qHF9fHg,https://weibo.cn/comment/M1qHF9fHg?uid=1837896330&rl=0#cmtfrm,学校小/项目小的好处是，即使毕业都快十年了，收到教授的回信还是觉得好暖，甚至眼眶湿润。写申请时不懂”close-knit community”还是硬套上去，但现在懂了。  ,2022-08-17 11:06,5,0,0,,,
G9PjDkPQf,https://weibo.cn/comment/G9PjDkPQf?uid=1837896330&rl=0#cmtfrm,读房思琪真的太痛苦，无法想象写的人该有多痛苦。  ,2018-03-31 00:02,2,0,0,,,
