content,publish_time,like_numlocation,forward_num,comment_num
曲姐连麦的top10海外硕回国做销售年薪二十一听都是哥大水硕子。哥大水硕子投稿曲姐还挺多的，还有什么坐标纽约藤校在读基本都是哥大水硕子，本科二本子。。,2023-12-10 04:20,2,2,0
其实每次看到这种东西我都好奇是哪里的习俗，从小到大从未见过，第一次看到还挺震撼的，感觉是举全家之力买了一个人  原图 ,2023-10-23 14:57,2,2,0
其实狗头萝莉出来就算是道歉，或者自证，或者反驳，不管做什么我觉得都比她现在做的事情要好。她现在出来试探还有没有人喜欢她的心态，就是明摆着知道自己这样有问题，但还想要看看有没有愿意接受她随便怎么作都可以喜欢她的粉丝。她不能接受爱是有条件的。  ,2023-10-15 09:30,12,2,2
打破对男的不切实际的幻想的唯一方法就是多接触男的，无他，看多少网络情感大师都没有用。如果你接触了很多男的还是恋爱脑说明你脑子确实不行，那看情感大师更容易走火入魔变成妖怪。  ,2023-10-15 05:04,12,2,0
世界上最高级的情绪价值难道不是艺术吗？听着伍佰我流泪。我还甘愿做完全粉丝中的n分之一，还愿意给他打钱。才华无价。  ,2023-12-02 17:42,7,2,0
苏河湾这个投稿把我看笑了，yc的女的为了五百块都要撕逼啊  [组图共2张] 原图,2023-10-21 10:41,2,2,0
你觉得你因为所谓“阶层”就看不起别人，那也就不能怪比你“阶层”高的人看不起你。如果你想做地主，那么你也必然成为奴隶。  ,2023-12-12 17:21,17,2,0
“如果一个人拥有轻飘飘一句话就能处理掉自己不喜欢的人或事的权力，那么人性滑坡是很容易想见的。”“什么时候不慕了呢？”“当他们被“强者”狠狠践踏的时候。”  [组图共2张] 原图,2023-10-31 15:48,9,2,0
东雅鬼片很多灵感来源于性压抑，校园霸凌，家庭关系和社会关系，层级关系，可以说是演绎出你内心最深沉的恐惧。欧美鬼片也有恐怖的，a24有些鬼片也蛮恐怖的，欧美恐怖片的恐怖是直击人性的阴暗和暴力，比如hereditary就很吓人，他针对的是南方红脖子那种对于宗教迷信的恐怖。,2023-11-01 14:28,4,2,0
曲姐这一套让我想起了海超人与大洋游侠  [组图共2张] 原图,2023-10-14 18:25,1,2,1
据我观察我老板应该是intj，虽然她自己没有做过。我老板诠释了intj的passive aggressive是什么意思。比如她读博的时候老板不让她毕业，于是她就开始生孩子。读博期间生了三个孩子。她认为：虽然你不让我毕业，但我不能浪费时间，于是我就用这个时间开怀孩子。这就是intj的报复。  ,2023-11-14 03:45,3,2,0
文章上线了我要发朋友圈吗？  ,2023-12-15 01:06,1,2,0
那个女的说她爱直男是因为讨厌gay把我笑拥了。崆峒侄女和厌女gay，谁比谁更高贵？一群菜鸡互啄  ,2023-11-13 22:50,5,2,0
虽然据统计intj很少，但知乎上全是intj，而且我觉得他们自称intj的人对自己的描述都有点智力障碍。这几个描述是什么，你自己精神中二性格有问题社交有障碍跟人格类型有啥关系啊。犀利的眼神和冷若冰霜的表情是什么，你在演连续剧吗，是因为长得太丑没有导演邀请你于是强行自费出演。  [组图共3张] 原图,2023-11-14 03:42,2,2,0
文革也要看中央指示，民间自发闹文革是什么，是造反。你们听领导指示了吗？  ,2023-11-28 01:31,5,2,0
:虽然曲姐连麦天天搞破鞋，但大部分老钟的生存状况还是破鞋都没搞过，连被表白的经历都没有哇，碰到一次像中彩票，回忆一生。我还记得我们实验室有个男的，有一次老板聊天问他被几个人表白过，他说了一个女的，结果那个女的跟实验室所有人，包括已婚男，以及我老板本人（女的）都表白过。一次表白铭记一生,2023-11-15 04:42,13,2,2
自己认知低的一批，还跑去媚男的觉得自己占便宜了，这个世界缺你不可，没有你没人愿意干这种傻x事情  ,2023-12-15 05:51,1,2,0
":大部分小学初中老师的水平都很低。譬如我小学和初中这种学校，有几个家长本身会去做这个收入层级的工作？其实根本没有。学校里的学生最后基本上也不会去当小学初中的老师（高中说不定，现在应聘高中老师的真的太吓人了）,长大之后发现当时的班主任水平怎么这么低，被欺负了，气拥了的学生是大多数。说明对权威的盲目崇拜很愚蠢。就像我这样当年成绩很好的，其实跟学校老师教的没什么关系",2023-12-09 08:29,17,2,0
30岁，处男，身高165的程序员现实生活中到处都是，可真的没有几个第一次不是去pc,2023-10-19 09:38,3,2,0
:我说我爸在国内的男的里不算糟糕，我觉得我朋友对她爸也说过类似的话：男的出去玩很正常。说实话我们都知道国内的男人，成年以后都是垃圾。但我跟她的根本区别是，我觉得我因此就不信任男的。而我朋友，因此可以容忍信任不管多垃圾的男的，因为她认为“这样很正常”但潜台词是“这样可接受”。但爱是排他的，她实际上又不能接受。初期自己一厢情愿相信对方迟早会跟她exclusive，后期发现对方永远不可能跟她exclusive，只能洗脑自己，非exclusive她也可以接受。我觉得我意识到“男的普遍很垃圾”，这件事之后，已经把他们当作lesser being，我其实内心是不尊重他们的，没有把大部分男的当作平等个体。知道碰到可以信任的男的，我就会把他们“升格”成平等个体。所以为什么我对大部分男的没耐心，很mean，很假，其实是潜意识（就这样还有男的觉得我很好）。我朋友相反，我觉得她可能一直习惯于从男的那里祈求爱，她不可能有我这种“男的都是下等生物”的潜意识。我觉得我这种潜意识让我对我爸不断失望，虽然我很想爱我爸，但是爱不起来，一想起来就骂，恨铁不成钢。而她一直对他爸在虽然祈求爱和关注，实际上是付出无限的包容和关注，大于对方对她的付出。,2023-12-20 02:21,9,2,0
:有没有好的学二代，当然有好的，我高中同班同学有一半的金牌都是学二代，人家从来不展示privilege，因为人家自己就很牛，有些爸妈还是学文科的，做翻译学的，他自己是搞生物的，搞得很厉害，自己出来创业。我老板也是学二代，她爸妈比她牛逼多了，她爸妈都是清华搞数学的，还教过我小姨的运筹学，她自己高中学文科的，本科学生物，后来又转码，我们聊的时候说是没有逃脱遗传的宿命，最后发现自己就是适合搞这个。我真他妈见不得那种废物学二代，一个是我自己没有，第二个是我觉得他们不配，第三个是你不配还出来炫，很找死。,2023-11-09 05:29,3,2,0
金莎的短剧像个老海王，曲姐人设  ,2023-11-15 04:30,0,2,0
自己本身也不够聪明/实力强的人洋洋得意自己的那点优势然后践踏别人，我看到这种行为都会直冒冷汗。  ,2023-11-28 03:52,1,2,0
:曲姐这种有能力的女的都是雌雄同体，需要做男的的时候做男的需要女性化的时候女性化。我还记得特别好笑，就是我们高中班倒数第一的那个码农树墩子，他说我跟我一个女性朋友都是直女，我纳闷这是什么意思，我们性取向不都是异性恋？后来才知道他的意思是我们在他面前不女性化，不发嗲，跟他说话不温柔，比较冷漠，呼来喝去。他看到另外一个女的平时风格就是无差别跟所有男的发嗲的那种，他说你们太值了，能不能学学别人。我笑死，你也不看看你是什么玩意儿啊，你这种下头玩意儿是个人有脑子的都在你面前巴不得把自己变成个男人，那种无差别跟你这种屌丝都要发嗲的，占便宜的的是她还是你啊？,2023-11-18 14:47,8,2,2
曲姐谈马斯克真是挺一针见血：故意装傻理工男  ,2023-12-07 02:32,4,2,0
现在女的怎么动不动就要给名分，劝金莎玩玩算了，这男的质量也不怎么样，吃点好的吧，这人也不值得你定下来，他连主动倒垃圾扫厕所的觉悟都没有。现在这些女的都是脑子der了，怎么动不动就想终身绑定。  ,2023-11-08 01:46,6,2,0
:语言是目的，行为是态度这句话，在我知道曲曲大女人之前就跟我朋友在说。因为这个女的，成天出去date，每次都被男人骗，还男的说什么她都信。就爱她这条，她就深信不疑。说这个男人说爱你，他做过任何对你好的事吗？没有。还有这个男的跟她说的任何事，比如自己对前任很好，她也深信不疑。还有男的吹嘘自己的事业和背景，但从不给她买单，还要aa房费，她还觉得对方很厉害。我发现仅就记住这一条，就能治好绝大部分傻女的在两性关系中的问题。,2023-11-13 11:28,5,2,0
心里想的是什么眼睛里就看到什么，你们这群小号圈的女的怎么看谁都是🐔，真是吓死我惹  ,2023-10-31 04:21,2,2,0
看到那个“知三当三”的故事，能体现出的另一点是现实生活中，所谓“道德枷锁”比起一些人一时上脑的情欲完全不值一提。但破鞋一旦要搞成，一定是一个巴掌拍不响，剃头担子一头热。对方没有意思没有回应，才是搞破鞋的最大障碍。所谓打小三什么的，根本不能阻止小三。  ,2023-11-24 08:36,9,2,0
:而且我觉得男的出轨pc根本就不是一个简单的出轨pc的问题。这是一个人生观价值观的问题。价值观不符合的人你为啥要跟他终身绑定啊。还有出轨之后原谅，有啥好原谅的？你能让他重新投胎一次吗？我觉得很多人没有这几个观，就找个异性稀里糊涂相亲结婚生娃把这一辈子过完了。这个男的每天睡在你身边但是你们基本的三观都不合。如果你真的长了脑子，使用脑子对自己的人生进行思考，很多人真的就变成不婚主义者，很多人变成多偶，很多人变成无性恋，很多人要搞open relationship，很多人丁克。因为不思考才跟一个莫名其妙的人莫名其妙过一生。,2023-12-07 07:54,15,2,0
:我觉得真的很多人都是这样的。比如一个叛逆的小镇女青年，如果她闯出来成功了，她就会觉得自己当年的一切叛逆和闯都是对的，比如于文红，她说自己当年没有嫁给胸无大志的前男友，所以今天才会有这么多钱，而且到今天津津乐道自己小时候就很泼辣。如果她没有闯出来挣这么多钱，那可能就跟那种大街小巷里的中年妇女一样，每天怨声载道，而且老是自怨自艾的跟自己的小孩说，都是因为年轻的时候自己叛逆不懂事所以现在才一事无成，明明当年有更好的人追自己结果嫁给了没有出息的你爸。,2023-10-25 06:49,8,2,0
:当然，很多人追求异性的也不是一味低自尊的舔。主要是低自尊舔完了又觉得后悔，又因为自卑导致的高自尊就开始端着，想要把持自己的骄傲，舔完了第二天又态度极其刻薄，破口大骂完了拉黑，完了又在深夜后悔加回来，在自卑和傲慢之间反复横跳（也不是真的高自尊，真的高自尊的人头也不回就走了，根本不会在想第二次，还要后悔加回来）主要是对方其实也不怎么喜欢你，在对方看上去就这个人就很像一个疯子。,2023-11-17 05:03,8,2,0
那种ip北京的傻逼率很高是为什么，北京土著自居的那群尤其傻比率很高，是不是土著之间近亲结婚导致的。  ,2023-12-06 10:52,19,2,1
我觉得我出国就是不想被人践踏也不想践踏别人，但我觉得这种人他最好就不要出国了，不管你是有特权还是没特权的。因为国内的环境是比较适合你的。  ,2023-11-28 06:16,12,2,0
:我看我那个朋友跑去追男的那个样子我就受不了，跟我们这种人的价值观完全不符合，我要是碰到男的给她这种不冷不热的回复，我根本就掉头就走立即下一个了，而且我几乎也从没有向她一样这种猛扑上去给男的表白，我觉得男的什么态度在最开始就很清楚了。曲姐说的一切为我所用一切为我赋能这种思想在我们这种人十几岁的时候就是这么玩的了。我交往过的男的不一定都不是渣男，但就算是那种多偶男的也要被我们这种人扒层皮，把能扒的好处全部扒了，没有好处可以扒就直接拉黑，有好处可以扒就就算是个多偶男也可以留着做朋友，然后等到把好处拿到了再拉黑。我是看到我那个朋友那种赶着送上去还热脸贴冷屁股就头皮发麻，气不打一处来。我们这种人在闻到那种白批男的味儿的时候就把他拉黑了。还有那种xsr男，这两种经常重合。xsr男的本质就是不尊重女性直接上手，这种人是绝对不会有付出意识，因为他的想法就是多吃多占，xsr成功他都赚了，而且他还没有道德底线，你再怎么精明，你料不到这种没有道德底线的人能有多恶心，你是防不过他的，所以要么往死里整，要么直接拉黑。,2023-10-26 18:26,7,2,0
有说法一龙马斯克最近行为诡异是嗑药磕多了（antidepresssant）所以产生幻想行为异常，我倒是觉得这人嗑药磕多了无法控制自己所以开始show true colors。这人到西方上学很早，行为规训多年，但我觉得他始终一部分不认同这些规训。现在不过是终于做自己了。  ,2023-12-07 05:41,4,2,0
我们这样的人在学校读了这么多年书主要的好处是吸年轻人的阳气  ,2023-10-27 01:26,6,2,0
:我跟npd着实是很像的，因为我从小都是被照顾的很好的，从来只需要考虑自己不需要考虑别人，别人都是自动迁就我，我不知道这其实是不对的。因为我说实话单身的时候也没有做什么越界的事情伤害到别人，只是我自己想干什么就干什么。但是我现在发现不是这样的，我去哪里，我老公也要去哪里。我们连吃饭都要一起商量在哪里吃。我做任何事情都会影响到身边的人。我老公跟我不一样，他是有兄弟姐妹的，他从小就习惯了一家人集体生活。,2023-11-28 04:00,3,2,0
:白男不是世界上活得最容易的生物。我现在觉得，生在中国的黄南犯罪者，才是活得最容易的生物。这个跟活在中东的男的也很容易一样。譬如一个进去踩缝纫机的加拿大黄南，因为在中国，居然有那么多人造舆论把他弄出来，进一步谴责受害者“不完美”，在任何一个法治国家都很难想象，可以说@朝阳公安 在他们眼里都是屁，法制观念在他们心里都是空气。再譬如，把自己的精神病老婆绑在树上弄死了（老婆怎么来的不知道），居然判个几年最轻刑罚。更不要说数不清的此类现象。罪犯投胎成老钟黄南，是一个罪犯能遇到的最好的事。,2023-11-22 10:47,17,2,0
网上精神病成天太多，是没钱做therapy的人的代偿方式  ,2023-11-13 21:05,10,2,0
每个人的青春期都有一些蠢事。如果自己青春期的蠢事导致的后遗症，只是被个别男的用来给自己抬咔，我觉得我也不能阻止你硬蹭。一些人人生巅峰的达成估计就只能靠蹭蹭了，我们也就宽容一些。  ,2023-12-07 17:56,4,2,0
其实上学的时候我就蛮爱观察男的之间的友谊。有时候你看一大帮男的在一起很热闹，谈什么兄弟情谊，实际上很脆弱很空虚，堪比甄嬛传openai后宫大戏，破裂也很容易，嘴上说的兄弟都很塑料，互相提防对方。过两天碰到点利益不合就要互相手撕。  ,2023-11-22 05:19,32,2,1
:dating这个词进入了大陆我发现又变成了一种新的对女的pua的方式。譬如这个东西本身指的并不是长期的稳定关系，很多人一周见一次，剩下的时间俩人各自有独立的生活，那是因为在约会初期，两个人都在同时约会很多个，还在观望。一旦碰到好的对象就就会提高频率加深链接（就算很多人不想负责也有与对象加深链接的需求，完全看对方有没有深层火花），结果很多女的，认识了这个男的很多年，明明想长期绑定，男的一周只见他一次，也把这个称作dating，意思是没有负担。然后这个男的98.5%的时间都与她无关，也飞起来约别人，她就不敢面对，也不敢承认之所以是这个状况是因为男的不愿意推进关系找的借口。美国dating模式之所以可持续是因为基于mutual consent的短期模式，但一方不愿意推进另一方想推进自己想推进，这算什么mutual consent？双方都在寻找别的option也算mutual consent。但中国女的，只有她在一心一意等这个男的，这个男的对同时约会别人毫无心理负担。,2023-12-10 02:36,5,2,0
有些人在一个很小的坑那里折腾的样子，你就能看出这人二十年以内都不会有什么出息，二十年以后年纪又大了，折腾不出来了。  ,2023-11-03 04:25,1,2,0
:现在首页推的好多青砖都越来越像曲姐的那个风格，从judge女人变成教女人judge和挑选男人，甚至娃姐也开始鼓励女人离开男人（虽然还没有学到精髓，远远没有曲姐厉害），而不是像以前一样让女人挣钱养废物甚至打老婆的男人，说明曲姐的影响力真的是在潜移默化改变这个市场。曲姐真是不留名的女菩萨。迟早会有曲姐这样的一个女的出现，主要是还有一个这样的人，把上层女性的认知去做大范围宣传，真的惠及了很多普通女性。,2023-11-13 03:05,8,2,0
:啥光环有用，还是那种市场上稀缺的不容易搞到的，这种东西你说是光环也罢，基本上也只能是真是能力的体现，这种“光环”才有人勒。譬如市场上到处都是ceo，因为几百块就能开个公司，有脑子的人就不会勒这种光环（除非没见过世面的那种没上过学的yc女的，可以劈劈）但上市公司CEO那就是光环了，就算有运气成分没有两把刷子也不可能做的上去,2023-12-10 04:40,2,2,0
香港柜员听到你讲普通话故意不理你怎么办？你可以先讲英文，对方会以为你是美籍华人，可能说到一半发现他英文交流也很困难，此时你再带入你大陆口音的普通话，他会感激涕林的跟你讲普通话并且态度极佳。  ,2023-11-22 15:54,4,2,2
我觉得真正很聪明的人，你是看不到他的思考过程的，你只会看到他的结果。而脑子不好使的人会搞很多事情给自己加戏，但他在干什么心里想的是什么都一目了然。  ,2023-10-14 04:58,5,2,0
:其实国内一些小刘圈子是蛮有意思的，其实就是一群很喜欢攀比的傻傻虚荣青少年，一边攀比父母家境一边攀比自己，因为年纪小其实也没有什么阅历，自己能力其实又不够，就变成了一种非常虚的不服气，发扒皮题字的内容也很好笑，大概意思就是这人没有他吹得这么了不起。但他自己可能更差，连扒的人也没有，语气中就有掩藏不住的嫉妒扭曲。这些问题都可以在成年的时候得到治愈，一方面是一些人真的做出来了一些成绩，一方面是另一些人意识到自己再也不可能做出成绩，这种不知天高地厚的自负和自卑结合在一起的扭曲气质就会消失，而只剩一头。,2023-11-13 21:53,14,2,4
为什么媚男心态有毒，媚男心态的女的是怎么回事，譬如碰到一个年纪大的lsp对她口头xsr，她像碰到千载难逢的机会一样。这个事情有多搞笑，因为这个女的有媚男心态事件发展完全走向另一面。  ,2023-12-15 07:12,3,2,0
最近听曲姐包括苏河湾这个评论，我发现很多捞女眼中的贵人：有钱有势的人。我以为的贵人：重要人生节点给我巨大帮助的人。  原图 ,2023-11-23 05:10,19,2,2
我靠，韩安冉小猪先生撕了一晚上逼赚了五百万，上次看到这种是殷世航求婚套路路  ,2023-11-17 02:29,8,2,1
:但恋爱脑中被吃干抹净的女人都是主动认输的女人。我这种人即使发批疯时期因为恋爱脑内耗，也没有被男的占过一点便宜，因为人的自我中心和自私就是在我心里还是一种本能。我的恋爱脑是对方必须要跟我认输下跪式的，甚至连做小伏低都不够，反正我是不可能做小伏低的。我的恋爱脑场景就是林品如改头换面回来扇洪世贤耳光。我现在治愈之后会觉得整部剧围绕洪世贤是不是对男人有点小题大做，倾注了不必要的attention。,2023-12-10 17:07,5,2,0
真的求求id和bio里什么变美变富的不要关注我，我害怕。我就是一上网瞎比比的乐子人，跟网友八卦看乐子而已，实在没有资格被你们关注，一定无法让你们变美变富。  ,2023-11-03 07:59,4,2,2
我爸是伯乐转皇帝男  ,2023-12-16 07:27,1,2,0
曲姐连的这个体制内的，买单消费都别人给钱还说自己两袖清风，不花钱白劈了一个前台小妹，怎么还搞得荡气回肠的啊这个女的。这跟公费pc有啥区别  ,2023-11-13 23:40,2,2,0
我们的特技是坐在食堂里等着被本科生搭讪  ,2023-10-27 00:59,2,2,4
湾区哪里做海菲秀  ,2023-10-14 10:42,0,2,0
我觉得一个人如果体现出对动物都没有怜悯心，那这人我是不会有什么进一步的接触的，因为这样的人人格并不完整，他是一个很危险的人，是一个潜在的杀人犯。  ,2023-10-21 02:35,11,2,0
我说一些小刘子，你吹牛逼没关系，能不能把单买了。不能说你吹完牛逼，然后我把单买了。我把你头盖骨掀了。  ,2023-12-06 17:44,13,2,0
女的长择对象条件一定比短择对象差这一点不知道是哪里跑出来的，说这种话的人一定是容嬷嬷，早年间一定对异性爱而不得所以自卑觉得自己只配向下找。从来没有听说哪个男的说自己找老婆一定要找条件差的。把女的往这个方向领说白了就是厌女嘛。  ,2023-11-08 19:02,4,2,0
我觉得date当然要多搞，因为大部分的男的其实他的最大价值就是成为你的谈资和写作素材，是你学习人性的教科书，而且能成为谈资和素材的人本身至少也有一定价值，比如他至少必须拿得出手。拿不出手的屌丝你跟人说也没有人想听。  ,2023-10-14 07:20,15,2,0
momo是什么东西，为什么很多智力有问题心理变态的人都叫momo  ,2023-10-10 12:59,5,2,6
是什么人会在乎”朋友圈不要发xxx，显得层次特别低”，那当然是自己层次就特别低的人，怕别人发现自己层次低。  ,2023-11-19 21:16,20,2,0
曲姐辣评曼哈顿：杀猪盘杀来杀去  ,2023-10-10 02:13,9,2,0
曲姐连的这个年入一千万还搞一二三四号还同时进出share房子，还要带球不结婚拼概率找继承人，是不是这些女的都太便宜了，怎么这种收入还好意思低成本持有这么多个，有皇位？继承什么？  ,2023-10-10 02:39,1,2,0
他妈的这种思维的女的，最终的结果就是曲姐说的那个低成本持有十个yc女的每个女的带一个球的男的，他低成本持有的女的的其中一个，每天就是互相扯头花搞雌竞，他妈的看着烦  原图 ,2023-10-10 05:14,2,2,0
我最开始看曲姐的时候第一反应也是：“这个女的好油啊”，“一定是圈钱割韭菜的”，然后再看了一些之后就觉得“我在国内呆久了我也必然会这么油”，现在我觉得她是个菩萨。  ,2023-10-14 05:43,3,2,0
我是如果碰到一个非常好看的人，但是这人一张口是智商很低的话，那我大概率会很下头，立刻逃走，长得再好看也没用。  ,2023-10-10 08:12,10,2,2
:我真是发现那种感觉大龄妇女变身女德教主，年轻的时候都是特别乱的那种，以前娃姐，还有盖伊琳，年轻的时候都是桃色新闻特别多，但是都是被男的搜刮的一干二净什么都没捞到的那种，老了之后就开始修女德，因为她们觉得自己人生不顺都是没有女德修得不好。你要是去看那些个在谈恋爱过程中搞到好处了的，比如有的女的离婚五次，每次财产翻一翻，那种会搞两性关系的，她就从来不会谈去修女德。,2023-10-25 05:42,12,2,3
曲姐连线那些女的把性骚扰当成攀高枝的机会，最后被白劈还一身骚，真特么可怜又活该。  ,2023-11-03 03:40,3,2,2
我笑拥，昨天看到网上还有人说曲姐带坏了女的，让她们都去当拜金的人了，每天都想在正常婚恋里捞钱，我今天听曲姐上期直播，一个女生找一个大几十岁的爹爹，因为服务太差对方想抛弃她，她想挽回，说愿意为表示自己的衷心一分钱都可以不要。我他妈笑拥了。你这种荡气回肠的的一片真心去拍电视剧多好  ,2023-12-20 05:27,3,2,0
很多人就很短视，为了一点利益就做坏事，你们这种人就是不会有人真的喜欢欣赏你，只会因为利益跟你短暂勾结。所谓爱惜羽毛，平时做事情都做正确的事，做有原则的事情的人才会有羽毛，这种做手段很low的人根本就没羽毛，如果他没有利益拿出来交换勾结别人，一个愿意给他背书的人都没有。  ,2023-11-02 02:31,17,2,1
脑子der了才等到毕业才开始搞男的。你专心二十四小时搞学术的又能厉害多少。脑子der成这样估计也不太行  ,2023-10-30 02:35,5,1,0
我老公每次回家都跟他爸聊zz然后吵起来  ,2023-11-12 09:10,7,1,0
现在网络发达了，这种学二代作弊就是会被拿出来鞭，我都知道几个，我妹高中同学，靠他妈的作品拿了个奖录了caltech，就被同学在知乎上鞭，举报到学校去，offer 没了。你们就是活该，不知道我们老钟做题家有多辛苦，作弊还高调炫耀。我朋友他们在深中的一个同学也是，买了竞赛奖，被人在知乎上鞭。  ,2023-11-09 08:43,17,1,2
:我觉得你要么就像我老公这种，持之以恒24小时哼哧哼哧爬ladder，要么像我这种，平时虽然比较躺但是关键节点都抓住（聪明的人喜欢借巧力就是这样的，该不掉链子就不掉链子，不然也没有今天了），看到那种每天持之以恒在没有回报的地方付出的人就觉得无语，你说就算是仅仅为了爱好和情怀，但是也没有足够的物质支撑，日子还是要过的，到时候什么地方都要你出真金白银。这一辈子感觉也就直接白完了。,2023-11-21 01:48,8,1,1
我说一些非常法细丝言论，但是我真的觉得一些人如果有这个能力从客观角度审视自己这个人，发现自己没有任何存在的价值和意义，会不会真的幡然醒悟找个地方挖个坑把自己埋了。没有能力发育出这种自我审视的能力是他这辈子最大的幸福。  ,2023-11-25 03:20,6,1,0
:我觉得一线城市本地人很多自己认为可以找小红，是觉得本地人身份相当于富二代了（不用还房贷），毕竟二三线城市非本地人很多富二代父母也可以在一线城市全款买房的（父母一直都在等着他有资格），她觉得自己可以对标这些人。但是问题是也不是本地人都有好房子，很多就是老破晓，打满了五百个，或者祖孙三代share一个老破晓（真的我见过一个北京本地的，在外吹牛逼很厉害的，她回家居然是住姥姥的老破晓，还要在客厅搭个床。她妈离婚二十五年都跟她姥姥合住七十平老破晓）这种人虽然不用还房贷了，但是有什么意思呢？就是等着奶奶和妈妈死了继承一个老破晓，不然还得还房贷啊，就是个三黄鸡。,2023-12-12 06:15,2,1,0
:年纪大的单身女性，很多有生育焦虑但是不想结婚，想当单亲妈妈。这个是有一个硬性指标的，就是你的年收入至少要五十万以上，才能基本维持。年收入百万以上可以上比较好一点的学校。像那种自己每年十几万的大龄单身女性，依然要固执的做单亲妈妈，这个差价是谁来买单？当然不是她们自己，她们自己买不起这个单。一方面是家人，比如让外婆当保姆。另一方面是孩子本身，无法获得足够的照顾和教育，牺牲了孩子自身的未来。这些事情都是无法简单用钱衡量，但没有钱是万万不可的。,2023-11-26 11:25,8,1,0
真的我觉得我经常在网上骂xxx活该自己这么苦，是我现实中的认识的人，都是我尝试帮了他们没有用，觉得自己管不了了说的气话。有些人真的以为嘲笑别人蠢是开心的事。  ,2023-11-28 15:50,4,1,0
曲姐这下全部流向思域，我这下是看明白了。曲姐打不垮。一帮垃圾，真好笑  ,2023-12-20 15:48,3,1,0
:回顾我在人生初期在男人身上的滑铁卢，可以总结出一些精华。比如，如果你发现，这个人怎么会做出这么傻逼的事？我怎么看不懂了。那么现实可能仅仅是，他的傻逼是真实的，而你对他的智慧和人格高估了。你应该反省自己为什么要高估他的人格和智慧。在降低对他的人品道德和智力水准的预期之后，再去看待他，你发现其实一切都解释得通，说明什么，说明现在你对他的看法是符合实际的。,2023-12-07 16:06,15,1,0
我就好奇曲姐每次直播有多少青砖端着小板凳在那听，边抄便举报  ,2023-11-04 14:34,4,1,0
主要是我妹是个铁t，不然谁让男的给自己找衣服穿，眼睛都瞎掉了，什么品位。我们女的找便宜衣服还不容易，快时尚品牌几块钱的都有，穿了就扔。我老公穿衣服，倒不会选快时尚，就为了经久耐用，一件衣服穿十年，连内裤都是十年前的，我吓一跳。  ,2023-11-18 11:23,3,1,0
饶毅有一次跟谁骂起来我忘了，然后窦文涛把他跟对方都邀请到锵锵聊了一次，可好玩了，我最喜欢看搞事情，还可以研究微表情  ,2023-12-14 18:52,3,1,0
我服了，我没有见过我老公这种人，搬个家请了搬家公司搬家公司还没有来，他提前一周就让我们搬了一半的东西，这不是有毛病吗。你要自己干没关系，还要逼我一起干。我真的服了。我跟我妈说，我老公这么搞就是活不长。  ,2023-12-10 13:29,2,1,5
我得了strep throat，我老公跟他爸妈打电话问了医保相关问题（他妈是医药行业的），然后在家附近给我预约了门诊一会儿送我去看。我一看这种事情以前都是我妈帮我干的，我爸从来没有送过我去医院。有一种异乡遇到妈的感觉。  ,2023-10-17 03:55,1,1,0
鱼得利一大把年纪怎么还在幻想自己是frat boy  原图 ,2023-10-27 20:49,2,1,2
在快手上看李晶和亮娃的美食，能不能从国内搬运一个阿姨啊！  ,2023-10-23 16:03,1,1,2
到了美国天天在家做胡辣汤，变成精神河南人。  ,2023-10-29 02:40,0,1,0
我觉得我跟我老公可以和平相处这么久跟我躺平型人格有关系，电棍激我我当按摩，就是低敏型。我也不会生气跳起来。要不然我老公这样的一般女的可能就跳起来了。  ,2023-11-21 02:22,2,1,0
说实话我就是觉得广东这个地界很狂野，地头蛇太多，风气不纯粹，很多作弊贪污还张狂的人，最重要的是处理不下来，这跟当地民风很有关系。我知道很有几个事情，都是在体制内的不同节点的人都很张狂。北极鲶鱼不摆。  ,2023-11-09 16:07,10,1,4
:今天差点忘记交表格，晚上老公过来说，我跟你谈谈。我说怎么，他说我对你很失望。我说为啥呀，是因为我忘记交表格这件事了？他说对，但还有你最近丢包裹，还有你忘记选课，你忘记的事情实在太多了，你对自己的生活非常不负责任。我说我也没办法，我就是这样。我需要一个24小时助理。他说也可能是27小时，若果你要从西岸飞东岸。我大哭。然后我老公说，没事，you will be an adult eventually。我说我成为adult已经很多年了。他说哎，意思是这样。。,2023-11-14 07:29,11,1,0
曲姐说这种靠女人打江山的男人跟猪猪盘一线之隔曲姐怎么这么了解我们，感觉灵魂被贯穿了  ,2023-11-15 02:20,1,1,0
对别人有依附心态的人不管谈再多的恋爱都不能掌握两性关系。这些人连掌握自己都很困难。  ,2023-11-15 10:18,7,1,0
:其实我觉得我是一个很庸俗的人，我跟土老美的很多vibe很合。我在学校周边上砸很多钱，属于没事就去买一堆，还有很多合作联名款，lululemon出了之后砸了更多钱了。有一点中国李宁粉丝的味道了。其实我觉得俗不俗无所谓，主要是要活得自洽。我觉得我适合这种土环境主要还是因为这么活比较舒服。pretentious一点也没关系，虚荣一点也没关系，但不舒服的绷着装，不管是装高调还是装低调，让人不舒服了，那就算了。,2023-12-09 19:02,6,1,2
老粉丝老网友都知道我天天骂人，我开微博就是释放我的天性，不可能为了你改变自己啥，我建议看不惯的大家不用强融，我是个普通人，不是神仙，不值得你有啥滤镜，而且我觉得关注的人太多影响我骂人了。你取关对我是好事，我真诚的感谢你。  ,2023-12-15 06:28,3,1,0
